major,gender,attendance,homework_completion,lib_borrow,club_participation,class_interaction,exam_score,gpa
马克思主义学院,0,30,0.6782010360786215,1,1,7,89,2.418880726149411
文学院,0,28,0.985027834951053,4,1,8,88,3.317161594464787
数学科学学院,1,25,0.6618007245981213,5,0,19,84,2.7354273233643958
哲学学院,1,20,0.9653218859835105,7,0,6,81,2.9155120915808177
历史学院,1,28,0.7713892392626328,6,0,10,93,3.209350758955081
社会学院,1,28,0.7511463966246889,6,1,7,81,2.3532798044517453
人工智能学院,1,24,0.6925279203619396,0,1,10,89,2.6961880162087697
外国语言文学学院,1,27,0.8543025337470076,2,1,13,69,2.400338124218269
新闻传播学院,0,26,0.8742112060043346,2,1,13,64,2.374402867406338
体育与运动学院,1,30,0.7870283849009669,6,0,3,64,1.9068089872783347
体育与运动学院,1,27,0.6222827582773697,1,0,19,61,1.7983614604169222
社会学院,0,28,0.9674040602754199,9,1,8,89,3.7618965377680245
人工智能学院,0,21,0.9921316531505524,6,1,7,81,2.6380653547817663
马克思主义学院,0,29,0.772417366084734,8,1,14,72,2.7083427709746513
体育与运动学院,1,24,0.8454643229637309,0,0,19,98,3.356861839727631
经济与工商管理学院,0,27,0.7801194504974986,1,1,5,84,2.4559625083180556
统计学院,0,22,0.7287518603544483,5,1,15,86,2.782952311655431
马克思主义学院,1,30,0.630927517143123,1,1,15,86,2.7540590051233487
环境学院,1,30,0.7824270921589196,1,1,13,80,2.8072466451100833
马克思主义学院,1,25,0.9273538225437806,4,1,14,90,3.380981223495561
化学学院,1,25,0.6068125844352014,6,0,11,74,1.9579307310818193
人工智能学院,0,26,0.832843073272089,3,1,17,97,3.7323292026527835
政府管理学院,1,30,0.9523088434906756,5,1,10,98,3.612021652121116
政府管理学院,0,22,0.6870197720057432,2,0,6,95,2.284626556453839
体育与运动学院,1,27,0.6733023458756249,3,1,5,95,2.51346225967134
心理学部,0,27,0.9089106502807772,3,1,2,60,1.8620786525096622
艺术与传媒学院,1,28,0.7020345724477173,3,1,8,70,2.174349957734593
地理科学学部,1,27,0.6767937070242593,0,0,14,64,1.843078886045436
心理学部,1,22,0.751195700227694,3,1,1,93,2.2851898714212924
教育学部,0,25,0.7570008049080872,3,0,3,96,2.4283705238963633
外国语言文学学院,0,28,0.9496404252066264,5,0,1,64,2.36202928435141
统计学院,0,20,0.8473773887734708,8,1,5,79,2.044526289668034
艺术与传媒学院,1,22,0.7623845825358357,9,0,11,72,1.8865107117138917
体育与运动学院,0,21,0.8137551857143067,5,1,6,68,1.8918606395151514
哲学学院,1,31,0.9815860933301097,5,0,8,64,2.4672328078919112
化学学院,1,27,0.6452858706439581,6,0,5,97,2.7826935536776083
物理与天文学院,1,25,0.6830862086898766,6,0,4,91,2.6387149513503454
统计学院,0,29,0.9850114826346221,0,1,3,89,2.999621885339669
马克思主义学院,1,30,0.9829299394108817,7,1,9,87,3.6250861195311463
化学学院,0,30,0.6708661685059091,0,0,19,96,3.237489579289429
政府管理学院,1,27,0.6580435268501192,8,1,3,87,2.3164736172280502
统计学院,1,21,0.7684340537354479,3,0,4,65,1.2880576500769723
文学院,1,30,0.6198873169951876,8,1,16,88,3.235300192792387
体育与运动学院,0,25,0.861961412914056,7,0,17,63,2.3344326737093715
统计学院,0,26,0.6309984086646968,8,1,2,77,1.6293229519474621
环境学院,1,27,0.6232118508377122,5,0,12,74,2.0041423064673523
化学学院,0,28,0.7940747744835397,8,1,0,84,2.563352484933284
心理学部,0,24,0.9831146544440406,3,1,18,63,2.516530673033558
统计学院,1,30,0.7707183744252638,2,1,1,73,1.6987603455044522
心理学部,1,22,0.7425924634642205,2,1,3,76,1.9110539045789336
文学院,0,21,0.9991826862009143,7,1,15,93,3.201971147216666
心理学部,1,27,0.8127875843116734,1,0,15,78,2.4351410134194538
教育学部,1,20,0.7500965627560994,5,0,16,88,3.162012115260193
统计学院,0,29,0.7543443253366408,8,1,11,81,2.470069379105023
生命科学学院,0,25,0.6779837984134042,8,1,1,73,1.5460039784468522
法学院,1,21,0.8048892229790156,7,0,9,95,2.7550313826094057
艺术与传媒学院,0,22,0.7755420112672023,7,1,5,61,1.0
化学学院,0,27,0.7083181185389653,0,1,11,66,1.6096980893404726
马克思主义学院,1,20,0.6642160346407039,6,1,11,87,2.360138775047539
法学院,1,25,0.7244955474670215,0,1,16,67,2.1887729684800736
外国语言文学学院,1,22,0.8034733310750917,8,0,17,88,3.3229442201859722
生命科学学院,1,25,0.6233333089139207,2,1,3,69,1.1941687823505536
化学学院,0,22,0.6614976114335823,0,0,2,80,1.0913998533932232
哲学学院,0,30,0.9790629067876382,7,0,16,94,4.0
法学院,1,30,0.8171421404125356,6,0,8,63,2.3763254057232843
新闻传播学院,1,27,0.6253797214640151,1,0,11,80,2.4061965504109435
统计学院,1,24,0.8772351035078292,6,1,6,97,3.3561487174397655
物理与天文学院,1,23,0.6247211480316138,4,0,15,84,2.064755521995626
新闻传播学院,0,28,0.8955496908185492,6,1,7,79,2.7505359393857978
体育与运动学院,0,24,0.8999850886880107,9,1,2,66,2.0055278210039447
人工智能学院,1,31,0.8604315902997011,6,0,12,66,2.649081943808027
经济与工商管理学院,1,23,0.8928818178477398,1,0,19,91,3.0210612416480087
地理科学学部,0,27,0.635186312405223,1,1,8,91,2.8437804523754924
数学科学学院,0,27,0.890712220942107,6,1,8,81,3.115257335208654
体育与运动学院,0,27,0.6546753278895532,2,0,3,84,1.9517148205357318
人工智能学院,0,23,0.7358023629087376,3,0,13,65,1.8076331577069211
社会学院,1,20,0.9770981014002531,6,1,17,86,3.2523884996866483
体育与运动学院,0,21,0.801150191063656,1,0,0,77,1.8266552030044687
数学科学学院,0,23,0.9869705728332056,1,0,18,71,2.590544434986579
地理科学学部,0,29,0.635568983554695,8,1,1,87,2.268216234909814
法学院,1,21,0.791022639825272,0,1,4,78,1.6436570575770608
心理学部,1,30,0.6249609281107482,2,1,13,76,2.2784448762046643
社会学院,0,29,0.8520841049597139,9,1,8,94,3.6595815177547277
哲学学院,0,22,0.6314828005474066,3,1,19,74,2.0256606045093126
历史学院,1,28,0.6701471210161509,4,1,19,64,2.2471527051191496
数学科学学院,1,28,0.7035321240277121,2,0,14,95,3.0558559331854163
社会学院,0,30,0.8994975406657932,8,1,19,92,3.8934297118446204
新闻传播学院,1,28,0.6655848475272299,4,1,0,80,1.7180152230670678
外国语言文学学院,0,26,0.9386528213172272,6,1,18,94,3.780903460463552
文学院,1,23,0.6527615755323203,6,0,3,86,1.5804232288815088
物理与天文学院,0,20,0.6140977796280626,8,0,13,89,2.3344811065123774
艺术与传媒学院,0,22,0.7580181675878671,1,1,0,98,2.364182540946271
经济与工商管理学院,1,27,0.991776656788518,2,1,4,89,2.776864111778453
哲学学院,0,23,0.6441368911155109,3,0,9,80,1.817307259173177
生命科学学院,1,29,0.6406873776158516,7,0,8,85,2.409153759863561
体育与运动学院,1,29,0.9004666043182495,0,1,16,83,3.431376361076443
经济与工商管理学院,1,21,0.7248646775974261,8,0,13,81,2.741766569593858
统计学院,0,27,0.8869126468902868,4,0,6,96,3.265541148204198
物理与天文学院,0,26,0.6800042357773454,3,0,17,85,2.457155218954456
教育学部,0,30,0.7840287976792651,7,1,9,81,2.6297186505114754
物理与天文学院,1,29,0.7061159510995672,8,0,3,92,2.6715565532332066
数学科学学院,0,28,0.7806112859516348,2,0,13,83,2.689603012966025
化学学院,0,21,0.9076388370341215,3,1,2,64,1.5666688871235024
历史学院,0,24,0.9048039761910647,0,0,10,83,2.8462366458400763
物理与天文学院,0,25,0.8063089150694894,2,0,9,94,2.8670335444105346
社会学院,1,21,0.9713487374884204,9,0,7,81,3.2322992560472072
哲学学院,0,21,0.7055136409793096,4,1,8,92,2.1197993749285464
政府管理学院,1,29,0.6961245404476932,7,1,5,76,2.267671007295201
社会学院,1,23,0.8455225604701735,0,1,13,71,1.9047239443358197
历史学院,1,27,0.8485188136867157,0,0,8,89,2.641325800758256
文学院,1,30,0.6186160158259896,2,0,13,85,2.717408784412066
地理科学学部,0,24,0.8431110849547591,8,0,7,72,1.797118989969934
生命科学学院,0,28,0.7497744629396057,8,1,5,65,1.926426603197557
社会学院,0,23,0.8989770101282236,0,1,5,62,1.3902655302012594
法学院,1,22,0.9232422658181092,3,0,1,70,1.771697589738337
数学科学学院,0,29,0.8208615278188146,7,1,4,69,2.036752204493618
数学科学学院,1,27,0.600682012600906,1,1,2,70,1.2720926292598054
人工智能学院,0,20,0.8545463240666569,3,0,10,75,2.2284414314794176
艺术与传媒学院,0,28,0.8995525118663736,6,0,6,79,2.911196674537881
文学院,0,23,0.6995933064926056,6,1,8,78,2.090366277041041
物理与天文学院,1,30,0.7858584004563155,4,1,12,68,2.521332093200527
政府管理学院,0,28,0.9862906493647153,6,1,15,95,3.994823044732611
生命科学学院,1,27,0.7192462213576414,5,0,11,74,1.9651544055540435
化学学院,1,22,0.6892613004166963,1,1,7,82,1.7068795540193578
生命科学学院,1,22,0.6843419161912041,8,0,13,80,2.6067734962300575
艺术与传媒学院,0,28,0.8235203337415985,4,1,13,98,3.3082443862537887
政府管理学院,0,22,0.9799148405232025,1,1,4,64,1.8834638230874472
人工智能学院,1,23,0.8434760516801418,5,0,9,81,2.5381596722569855
生命科学学院,1,28,0.7213292480950639,9,0,13,90,3.1245097779511264
心理学部,1,31,0.8554279112269816,4,1,16,74,3.248696368184861
历史学院,1,23,0.849936919039115,1,1,3,87,2.2423179932450883
新闻传播学院,1,30,0.8387700542918617,9,0,14,97,3.761177511125958
生命科学学院,0,22,0.6637704827553208,9,1,10,74,1.8968222538028492
历史学院,0,26,0.8538267197379976,6,0,8,78,2.094895000196648
新闻传播学院,0,25,0.7720657810057998,9,0,14,94,3.1235950451774235
政府管理学院,1,20,0.6074368234492133,1,1,19,77,2.258284699517613
教育学部,1,29,0.8159057948589981,6,0,1,69,2.3251113357016333
心理学部,0,27,0.995706698087367,5,0,0,74,2.564937314301687
化学学院,0,20,0.7398958363375934,3,1,19,83,2.7360137235386572
马克思主义学院,1,23,0.9862236873274632,3,1,16,79,2.851059141461195
数学科学学院,1,25,0.6384822966650378,5,1,3,96,2.432851049333222
社会学院,1,25,0.8929800463469224,8,1,4,70,2.229767670682332
历史学院,0,26,0.6457319978651341,9,1,4,68,2.0661312513584766
法学院,1,30,0.7094286294221097,5,1,13,64,1.7897860933891614
地理科学学部,1,31,0.8283363341288498,5,1,0,70,1.808217614671317
政府管理学院,1,24,0.8371118775906996,0,1,1,98,2.908739063669834
物理与天文学院,0,24,0.9100845268936685,4,1,9,86,3.233684068771579
艺术与传媒学院,1,23,0.8461245628909757,0,0,4,61,1.4361343661273052
体育与运动学院,0,25,0.8374458817522243,8,1,8,79,2.531186415488725
物理与天文学院,1,26,0.9649412347956553,9,0,12,80,3.3045306286943767
体育与运动学院,1,29,0.7808643008836629,3,1,12,89,3.5182957457330106
地理科学学部,0,29,0.690106311478022,1,1,8,60,1.3933268754306907
经济与工商管理学院,1,20,0.6647154340094521,8,0,13,94,2.7704423421137583
生命科学学院,0,28,0.7599978387237999,5,0,16,85,3.002175981753148
化学学院,1,27,0.8851011020774783,9,0,2,91,3.021219444106725
体育与运动学院,0,26,0.6170173939719603,2,0,17,68,2.0718354522617286
马克思主义学院,1,28,0.6516213546037625,1,1,11,99,2.8523078545190117
教育学部,0,22,0.6424453840414558,5,1,8,80,2.1098173908263362
外国语言文学学院,0,29,0.8341000612205836,9,1,15,75,2.9293674376649625
政府管理学院,1,23,0.6971458602125065,5,1,12,71,2.081947736422313
教育学部,0,26,0.6665037713205586,8,1,17,95,2.8802808206299
外国语言文学学院,1,25,0.8371082878972089,4,1,11,96,3.414977862889717
心理学部,0,21,0.9045239661809517,8,0,1,86,2.2534345478839253
教育学部,1,21,0.7328619665810657,4,1,18,66,1.9417594225434573
哲学学院,1,29,0.8312818422706385,1,0,0,89,2.047389484255519
数学科学学院,1,26,0.639249765279784,0,1,5,83,1.8717445404204809
文学院,1,28,0.974076412183028,8,1,17,89,4.0
人工智能学院,0,30,0.7347584741259091,9,0,2,79,1.9641787028435376
体育与运动学院,1,31,0.9990022772694005,6,1,5,99,3.876983639023298
统计学院,1,28,0.9914351023399128,2,1,3,87,2.5971708157594597
马克思主义学院,1,26,0.9115293797343246,5,0,16,63,2.477379177408605
社会学院,1,30,0.6080268381627867,9,0,17,71,2.586307018776928
社会学院,1,27,0.8173899681537453,3,1,6,62,1.7533417192194876
环境学院,0,29,0.6347345681760046,8,0,1,96,2.6825173062843066
外国语言文学学院,1,22,0.9580552103846065,1,0,14,63,2.103234882476584
体育与运动学院,0,20,0.9158545010589612,3,0,16,74,3.082077318143889
艺术与传媒学院,0,26,0.9889361506382732,0,1,5,87,3.159090406649221
哲学学院,1,27,0.8433531812599182,6,0,7,96,3.229847613619705
环境学院,1,21,0.8088691217937352,3,1,7,68,2.068130014731031
政府管理学院,0,28,0.807589542377755,4,0,6,73,2.466457950372916
历史学院,0,23,0.7545793497817379,0,0,3,91,2.0935390932104507
文学院,0,29,0.7874760268916564,1,0,19,62,2.4404193162279677
生命科学学院,1,30,0.8541650332541402,3,0,4,77,2.362793081640437
社会学院,0,28,0.9731790430225109,1,1,7,73,2.795245108163015
人工智能学院,0,22,0.8383537353024124,0,1,13,84,2.9658301845198176
艺术与传媒学院,1,27,0.9428463769269468,9,1,19,98,3.954713087725192
体育与运动学院,0,30,0.9451119645210002,0,0,2,85,2.7791747458408187
教育学部,1,21,0.8075330703393037,5,0,17,65,2.4138939801318737
历史学院,0,22,0.7389878565990486,1,0,14,85,2.6221225187233164
人工智能学院,1,20,0.8558295493328324,2,1,4,60,1.4026539298262772
人工智能学院,0,24,0.7783509367659371,4,0,14,80,2.788472804934769
经济与工商管理学院,1,23,0.6325763469287732,2,0,5,73,1.1224566019954894
艺术与传媒学院,1,20,0.7511236401729735,5,1,9,67,1.76802386503874
经济与工商管理学院,0,29,0.99762885521973,6,0,19,84,4.0
政府管理学院,1,28,0.6194047480105148,9,1,14,77,2.5789714916490047
历史学院,0,25,0.8786667647603706,5,1,19,74,2.738356832255348
化学学院,1,25,0.9364754820284988,1,1,8,79,2.566393183165051
艺术与传媒学院,1,30,0.8594903613901514,8,0,3,75,2.4635050520602184
心理学部,1,21,0.827899292465316,1,0,7,66,1.4254842497834184
物理与天文学院,1,26,0.883021766791503,5,0,12,88,2.9808600892826354
外国语言文学学院,1,31,0.7717370949198623,8,1,16,90,3.6451577851733163
数学科学学院,1,31,0.6365446949235507,8,0,3,88,2.7644185714059706
体育与运动学院,1,28,0.9849487017213527,1,1,1,76,2.0748754113667514
历史学院,0,25,0.7729203079936784,8,1,4,64,1.5912707312598184
化学学院,0,30,0.866155694867207,7,0,1,77,2.277488008132509
化学学院,1,27,0.8125241747557181,6,0,15,73,2.960091513940067
艺术与传媒学院,1,31,0.6218692287910218,7,1,14,90,3.1868814396114455
外国语言文学学院,1,24,0.9810986403970154,9,1,3,77,2.8976226306821764
化学学院,0,21,0.9170148904457294,7,0,14,84,3.1852694630983027
心理学部,1,23,0.659639157787758,0,0,4,70,1.472917804978818
化学学院,0,31,0.9926595505153067,8,1,2,85,3.271556477116687
数学科学学院,1,20,0.8947605488686832,5,1,13,64,2.197642154516121
新闻传播学院,1,20,0.7889286601713236,0,0,6,75,1.799856800031674
外国语言文学学院,1,25,0.8445480226238293,0,1,14,67,2.2445926150892794
心理学部,1,21,0.642694672805839,6,0,4,72,1.34932401195043
物理与天文学院,1,25,0.8241646040062444,9,0,8,91,3.089966104383391
新闻传播学院,0,20,0.6294644288068237,1,1,12,86,2.1731461389085025
新闻传播学院,1,30,0.8179421028477207,5,1,6,85,2.8796924547525036
历史学院,0,29,0.8210782755051141,4,0,3,68,1.972413731289851
体育与运动学院,0,22,0.9497755140642976,4,1,6,66,2.1763856519802585
历史学院,1,28,0.8900230001089176,9,0,0,67,1.9961130765254742
艺术与传媒学院,1,21,0.6998209568860481,5,1,14,61,1.359980054002109
外国语言文学学院,1,27,0.9553704568751428,7,1,14,77,3.2361673141806535
化学学院,0,25,0.8292970659392023,4,1,17,95,3.3262024760664737
政府管理学院,0,31,0.8425517914296135,7,1,14,83,3.542682386616175
物理与天文学院,0,25,0.6675925476888713,4,0,2,93,2.110160465848326
心理学部,1,26,0.9431094383876456,9,0,4,97,3.2642729014659326
教育学部,0,24,0.9723860460066176,5,0,4,70,2.3015167484296506
艺术与传媒学院,0,31,0.9099962597979633,7,1,15,69,3.033223079407032
化学学院,0,30,0.9763009810580024,1,0,9,88,3.5608050950045578
文学院,1,23,0.7209199616489383,6,1,12,99,3.0510451856087397
历史学院,0,25,0.9444476673451084,2,1,14,65,2.41485156830532
教育学部,0,27,0.795557257145497,8,0,7,69,1.9768203634550254
生命科学学院,1,23,0.6655668811774339,9,0,19,89,2.7374249446106775
心理学部,1,24,0.8675202396133604,6,1,6,87,2.660098223171937
心理学部,1,26,0.8736481082823515,2,1,13,88,3.229985843210628
地理科学学部,0,25,0.7147698055026761,7,1,5,84,2.559208440527984
地理科学学部,0,23,0.610997332651028,9,1,7,95,2.6802802926510165
法学院,0,23,0.6799389036342254,1,1,14,86,2.345329486453331
化学学院,1,29,0.7599110190695547,9,1,16,93,3.590792860297773
新闻传播学院,0,23,0.6670251644239474,7,0,4,93,2.3217467475118014
新闻传播学院,1,20,0.6776119792958417,6,0,11,91,2.6703391148944386
外国语言文学学院,1,24,0.7565562657529078,4,1,12,63,2.1030562654034046
环境学院,0,27,0.9847146457234242,3,0,2,93,2.701005750180305
社会学院,0,26,0.9056974061630594,9,0,18,75,3.4354827840452113
历史学院,0,24,0.7278993604906256,9,0,14,70,1.9134109939256414
统计学院,1,22,0.9806416275674192,0,0,17,74,2.841798415138536
马克思主义学院,1,30,0.858258716903493,3,0,19,97,3.5042296897737923
历史学院,0,20,0.782179857856056,5,0,6,89,2.5491393263931563
社会学院,1,26,0.7873200795820589,5,0,13,86,2.8301677674397228
物理与天文学院,0,30,0.7642977871341567,1,0,19,75,2.948623416505789
化学学院,0,22,0.6931968210183759,8,1,18,60,1.832928884099618
物理与天文学院,0,23,0.7546528768854823,0,0,10,84,2.486490327581425
统计学院,1,24,0.811158553617357,3,1,6,87,2.201103384707645
生命科学学院,1,31,0.8112109402920884,3,0,10,73,2.6385791155111553
法学院,0,27,0.9046947608850072,1,1,7,93,3.2136923195474516
物理与天文学院,0,26,0.7435191428629411,7,1,9,63,1.9223680831413532
数学科学学院,1,28,0.886719211721581,1,0,10,73,2.5980787354779076
社会学院,0,30,0.8312367355074739,1,1,0,75,2.3076591123685573
体育与运动学院,1,22,0.9847381618107338,1,0,19,74,3.1247840585502953
化学学院,0,30,0.7541139704135931,0,0,9,93,2.6415674159564184
环境学院,1,29,0.9604865857043161,4,0,6,72,2.6057341008300745
马克思主义学院,0,20,0.9282570189193158,3,0,2,76,2.0412720126533044
地理科学学部,1,20,0.8550657138357827,1,1,18,87,2.9709849743774788
人工智能学院,0,31,0.8618057866968469,0,0,3,69,2.0860332047220127
物理与天文学院,1,29,0.6338599738425642,0,1,5,76,1.8898229157805304
法学院,1,20,0.9800898422373729,1,1,0,67,1.8082055500312393
外国语言文学学院,1,21,0.6427744253982975,0,0,3,61,1.0
心理学部,1,21,0.8252933234974028,8,1,6,60,1.7435641357131524
新闻传播学院,0,26,0.7320283201796618,1,1,10,64,2.119500606403592
教育学部,1,28,0.7719407913159407,2,1,5,94,2.773969842382648
数学科学学院,1,27,0.8440732043347268,8,0,4,81,2.5179191248597466
历史学院,0,23,0.9635405511529287,4,1,11,75,2.8420432913273865
历史学院,1,21,0.7830268494289205,7,0,1,68,1.4302748820302056
法学院,0,22,0.9950918221225764,6,0,17,95,3.712573740046299
体育与运动学院,1,29,0.8371248261405999,5,0,8,68,2.165443228411266
数学科学学院,1,24,0.6642215770568698,1,0,13,73,2.0148131443654176
数学科学学院,1,28,0.6760037179325009,3,1,11,69,2.0710555906056842
法学院,1,27,0.8864444142357004,8,1,8,81,3.2737764098695417
外国语言文学学院,1,31,0.6201591176973527,6,1,0,75,1.548053833795538
外国语言文学学院,1,22,0.7921366304888907,2,0,6,62,1.1817823874002515
文学院,0,28,0.6592876439214066,5,0,6,87,2.3781024885488766
物理与天文学院,0,29,0.773287454071138,7,0,9,89,2.8269334507981285
艺术与传媒学院,1,22,0.8999669688286878,7,1,1,88,2.207281283263868
体育与运动学院,1,29,0.7835251712965736,7,0,3,60,1.5520439734155804
历史学院,0,31,0.6653804435923708,7,1,7,87,3.122671446086702
马克思主义学院,0,27,0.7007701481426569,9,1,13,81,3.213862741201142
哲学学院,1,20,0.7470158354608729,5,0,12,91,2.7405117565675847
环境学院,1,23,0.6278244733945658,9,0,15,70,1.7544194079184952
外国语言文学学院,1,23,0.8337350544324488,2,1,6,85,2.280595050996788
文学院,1,25,0.84301351651122,8,1,9,90,3.09363503461988
体育与运动学院,1,31,0.6248607708530269,2,0,10,79,2.1418964766795683
环境学院,1,31,0.7609245284696649,3,0,10,79,2.6455747832061665
社会学院,0,21,0.76560027315389,9,0,5,92,2.544232481583742
统计学院,1,26,0.7335278274210405,0,0,11,64,1.4544984999390176
环境学院,1,24,0.8230958961324447,1,1,9,62,1.7195140389496713
经济与工商管理学院,0,29,0.7383829960240447,5,0,8,93,3.027127834957712
数学科学学院,0,25,0.7665637117911224,0,1,5,90,2.369199421118548
物理与天文学院,0,30,0.9190094189766422,8,0,8,66,2.71641880008026
经济与工商管理学院,0,25,0.6648437421720805,7,0,2,89,2.1738269318982875
心理学部,1,31,0.8476458781213684,1,1,6,77,2.519629010107056
地理科学学部,0,30,0.8022377606763382,1,0,2,75,2.070551477663403
地理科学学部,0,25,0.7220286549917396,7,1,19,72,2.4684115839673813
教育学部,1,29,0.8910138625961643,7,0,7,92,3.370273037375504
政府管理学院,0,31,0.8204753438164591,0,1,7,66,1.9192777462192434
环境学院,0,27,0.7909446107842781,4,1,12,89,3.5156808743334107
文学院,1,29,0.86706772590848,1,1,1,70,2.391007875918688
马克思主义学院,1,23,0.9209161231925443,0,0,13,65,2.1394404295623826
外国语言文学学院,1,29,0.9890675160134305,2,1,4,80,2.9541455222958657
教育学部,1,27,0.8517401473505494,2,1,12,91,3.3243794563575513
心理学部,1,28,0.9497759941601531,9,0,12,64,2.7789446519117744
新闻传播学院,1,23,0.6004366164091828,8,1,18,88,2.881637525006372
社会学院,1,20,0.8120942770903565,9,1,2,94,2.7270889939331715
法学院,0,22,0.6858590195080793,0,0,13,71,1.8778859727979664
心理学部,0,20,0.6376769828332548,1,0,3,96,1.8166332724327185
经济与工商管理学院,1,26,0.8127884068257568,8,0,9,81,2.7555363772192303
地理科学学部,0,31,0.8987306024596375,4,1,5,70,2.3054753116273554
历史学院,1,20,0.7649090089897519,8,1,5,82,2.238486069502062
体育与运动学院,0,30,0.868042979737774,5,1,1,69,2.3079218509231545
哲学学院,1,23,0.79588770153638,9,0,1,83,2.253298875349472
教育学部,0,20,0.7748343463837704,9,0,18,75,2.6793535090646383
经济与工商管理学院,1,21,0.7161026561743442,2,1,2,71,1.3687798349595373
生命科学学院,0,30,0.7530374058004018,7,1,19,91,3.977001139578912
心理学部,1,20,0.7399182523177712,8,0,3,83,2.040491867471339
数学科学学院,0,24,0.8584748736059526,1,1,3,63,1.3710350887673681
物理与天文学院,0,26,0.6464074045116558,8,1,10,92,2.6603270876074414
经济与工商管理学院,1,22,0.6370545474751224,3,0,2,77,1.466107057586923
马克思主义学院,0,27,0.8640051976833841,7,1,16,76,3.292104266965787
马克思主义学院,0,24,0.8185192279515523,4,0,8,80,2.4542607820749933
化学学院,0,24,0.772080038697063,5,1,13,60,1.8929376229509396
法学院,0,24,0.6609771537631614,3,1,1,84,1.5744286992313732
法学院,0,27,0.7644108447477246,4,1,13,90,3.4378390480245837
化学学院,1,21,0.9158927053280046,0,1,2,79,1.7947326919975934
哲学学院,1,21,0.9558484943157028,2,0,1,85,2.033061083263735
统计学院,0,31,0.8810306279856881,3,0,0,78,2.2821032856050785
教育学部,1,27,0.6239648703523523,0,1,3,89,2.16900098900334
艺术与传媒学院,0,28,0.8681639106404474,2,1,9,84,2.8059770399424258
心理学部,1,30,0.6963942358185178,3,1,14,95,3.1203022857965177
物理与天文学院,0,31,0.726100497210562,8,0,11,77,2.487355566370255
艺术与传媒学院,0,29,0.6783492831839938,2,1,5,63,1.8379864663391565
人工智能学院,0,29,0.9103023162480819,2,0,2,86,2.7823812262216414
生命科学学院,0,21,0.8594408490549116,3,0,2,92,2.6193886017161856
艺术与传媒学院,1,23,0.8447340218396724,8,1,18,65,2.91585026684146
数学科学学院,1,27,0.8671890438677103,8,0,19,66,3.202574951779767
马克思主义学院,1,21,0.6947089045615613,0,0,3,60,1.0
外国语言文学学院,0,23,0.7778577657301446,7,0,18,97,3.491149030874543
经济与工商管理学院,1,29,0.8533014886195956,9,0,13,94,3.7863095973249
物理与天文学院,1,20,0.8546376110473202,0,0,3,82,1.9898381665524882
哲学学院,0,21,0.9167407451020522,1,0,7,75,2.0092720261375274
社会学院,0,26,0.7148415866752442,9,0,18,93,2.8123673768557804
新闻传播学院,0,20,0.908134448678729,4,0,18,93,3.648075057862107
人工智能学院,1,31,0.7760737922467743,5,0,0,90,2.9874374814916123
地理科学学部,1,20,0.8680690768235739,1,0,14,90,3.0250777375064555
化学学院,0,21,0.7822877520261147,9,0,10,70,2.0085608243441935
哲学学院,1,23,0.9794440679163773,4,1,8,67,2.1846279000785542
哲学学院,0,26,0.6717209058966578,2,0,2,83,1.8837939796560472
经济与工商管理学院,1,23,0.8700020354329427,6,1,17,82,3.353740790188101
统计学院,0,24,0.8306140003072635,0,1,18,91,3.3514096520498935
历史学院,1,23,0.6690924163790978,4,1,15,74,1.6929954682160229
教育学部,1,23,0.6264025343246672,2,1,15,87,2.7632817044285924
历史学院,1,28,0.9196577555886655,1,0,2,79,2.535417354180849
生命科学学院,0,25,0.662980533458506,2,0,17,73,1.9516176985710303
文学院,0,31,0.6746026731143103,9,0,12,85,3.017398921377063
外国语言文学学院,0,22,0.9913736895956158,3,1,19,96,3.909588893759335
数学科学学院,1,25,0.8869043405906523,1,0,7,61,1.7926838519796786
历史学院,0,26,0.700194736640489,1,1,6,93,2.3174566283226556
经济与工商管理学院,1,26,0.8363795840606405,2,1,18,93,3.4372755263918817
新闻传播学院,0,27,0.8136447353610053,1,1,19,93,3.1802997359627616
经济与工商管理学院,0,23,0.937789307005539,5,1,11,68,2.6532469997646664
新闻传播学院,1,20,0.8917282991330497,1,0,17,62,1.879489364710623
哲学学院,1,25,0.9326884501972743,0,1,14,89,3.496739175976253
新闻传播学院,0,27,0.684602635190945,7,0,11,78,2.477969069271684
物理与天文学院,0,24,0.856087681746802,9,0,5,90,2.758583958414298
生命科学学院,1,22,0.6160963433673521,3,1,16,75,1.853101733920972
数学科学学院,1,23,0.6275762449116881,1,0,3,83,1.6593945053174106
文学院,0,27,0.8854108130818389,3,1,11,74,2.856088795348629
经济与工商管理学院,1,25,0.6097680410575725,1,1,16,81,2.4615735202984834
物理与天文学院,0,24,0.8319060035602037,4,0,4,91,2.7273895797961503
马克思主义学院,0,28,0.9361620393778121,6,0,5,70,2.3753517324822404
马克思主义学院,0,29,0.7519767233672114,5,0,14,88,3.2467522917296767
政府管理学院,1,22,0.6179361747359651,1,0,7,83,1.4348867874238578
政府管理学院,0,26,0.8855389798514908,3,0,19,78,3.1366549802772803
艺术与传媒学院,0,28,0.9718745809856604,7,1,15,64,2.857015834045905
外国语言文学学院,1,30,0.8868685568233071,6,0,12,97,3.4890341993844114
环境学院,1,30,0.8313788972011101,6,0,14,60,2.256092068072646
化学学院,1,31,0.692011531951624,3,1,19,89,3.6490529445258137
